v,b,m_5p
309.6124001435761,141490.29714242753,341947915737106.25
309.6124001435761,151660.327811967,365379469268596.5
309.6124001435761,162561.35930565,390284978227013.3
309.6124001435761,174245.93445468854,416747541865874.4
309.6124001435761,186770.37276060946,444879288502267.2
309.6124001435761,200195.04185452432,474776547293035.2
309.6124001435761,214584.64846833175,506483649297578.56
309.6124001435761,230008.55032033296,540156406329521.3
309.6124001435761,246541.0904185383,575905946038496.0
309.6124001435761,264261.9553930058,613814451830542.6
309.6124001435761,283256.5595843736,654034391852509.8
309.6124001435761,303616.4567398761,696733040657404.1
309.6124001435761,325439.781301229,742052393615624.8
309.6124001435761,348831.72141137073,790141874082814.1
309.6124001435761,373905.0259199532,841253255374206.6
309.6124001435761,400780.54783134663,895519805655168.9
309.6124001435761,429587.8268145607,953286917105540.2
309.6124001435761,460465.7135827752,1014780399702851.5
309.6124001435761,493563.0391519924,1080240629702334.9
309.6124001435761,529039.3322046124,1150182092229569.5
309.6124001435761,567065.5880156212,1224858548344080.0
309.6124001435761,607825.0926476188,1304896817324898.2
309.6124001435761,651514.3063872679,1390634151323349.2
309.6124001435761,698343.81068135,1482754790863994.0
309.6124001435761,748539.3231366203,1582044699486911.0
309.6124001435761,802342.7854757563,1689122444849196.0
309.6124001435761,860013.5296933495,1805070383481997.8
309.6124001435761,921829.5280327708,1930930318007610.2
309.6124001435761,988088.7328087935,2067889574859789.8
309.6124001435761,1059110.5125339176,2217303769483064.5
309.6124001435761,1135237.1912704774,2380857477059232.5
309.6124001435761,1216835.6986281993,2560646391442588.0
309.6124001435761,1304299.3383602048,2758660409340365.0
309.6124001435761,1398049.6840820087,2977505271595095.5
309.6124001435761,1498538.6112509272,3220221477119717.0
309.6124001435761,1606250.4751999467,3490366998629479.0
309.6124001435761,1721704.445724173,3792117939260275.0
309.6124001435761,1845457.0094725697,4129927072419787.5
309.6124001435761,1978104.6522064032,4509474927021366.0
309.6124001435761,2120286.7338529434,4937208241955768.0
309.6124001435761,2272688.570212054,5420423295909562.0
309.6124001435761,2436044.736169517,5968017365028780.0
309.6124001435761,2611142.6063384903,6589797516505971.0
309.6124001435761,2798826.1501950226,7297659464812387.0
309.6124001435761,3000000.0,8104305807560037.0
359.4483836583001,100000.0,284768657283289.94
359.4483836583001,107187.79370383405,304829937603851.5
359.4483836583001,114892.2311909571,326231122637440.44
359.4483836583001,123150.44775069517,349056321671840.06
359.4483836583001,132002.24788036308,373394544820027.4
359.4483836583001,141490.29714242753,399317514624234.44
359.4483836583001,151660.327811967,426920175894941.6
359.4483836583001,162561.35930565,456328237594786.1
359.4483836583001,174245.93445468854,487597559719722.06
359.4483836583001,186770.37276060946,520863149684802.9
359.4483836583001,200195.04185452432,556210595678239.1
359.4483836583001,214584.64846833175,593789908556878.8
359.4483836583001,230008.55032033296,633694419785625.2
359.4483836583001,246541.0904185383,676090576697317.8
359.4483836583001,264261.9553930058,721039379590146.5
359.4483836583001,283256.5595843736,768803637873779.5
359.4483836583001,303616.4567398761,819455530489133.0
359.4483836583001,325439.781301229,873199103693200.0
359.4483836583001,348831.72141137073,930205925245410.4
359.4483836583001,373905.0259199532,990767334918229.9
359.4483836583001,400780.54783134663,1054975046947738.2
359.4483836583001,429587.8268145607,1123217515352602.9
359.4483836583001,460465.7135827752,1195739893186414.8
359.4483836583001,493563.0391519924,1272873239918822.5
359.4483836583001,529039.3322046124,1354906042741831.8
359.4483836583001,567065.5880156212,1442387769671803.8
359.4483836583001,607825.0926476188,1535690546912036.0
359.4483836583001,651514.3063872679,1635396435663666.0
359.4483836583001,698343.81068135,1742065392050693.5
359.4483836583001,748539.3231366203,1856422219362594.2
359.4483836583001,802342.7854757563,1979287076781760.8
359.4483836583001,860013.5296933495,2111588922477908.2
359.4483836583001,921829.5280327708,2254254418974079.0
359.4483836583001,988088.7328087935,2408724385483210.0
359.4483836583001,1059110.5125339176,2576240054000199.0
359.4483836583001,1135237.1912704774,2758350268067634.0
359.4483836583001,1216835.6986281993,2957154555118399.5
359.4483836583001,1304299.3383602048,3174567532994313.5
359.4483836583001,1398049.6840820087,3413333404205126.0
359.4483836583001,1498538.6112509272,3676458665047484.0
359.4483836583001,1606250.4751999467,3966997383815170.0
359.4483836583001,1721704.445724173,4288926787199674.0
359.4483836583001,1845457.0094725697,4647158658859009.0
359.4483836583001,1978104.6522064032,5046930727007972.0
359.4483836583001,2120286.7338529434,5494667364005066.0
359.4483836583001,2272688.570212054,5997276906503558.0
359.4483836583001,2436044.736169517,6563548094268485.0
359.4483836583001,2611142.6063384903,7202696531353697.0
359.4483836583001,2798826.1501950226,7927223333768929.0
359.4483836583001,3000000.0,8749188499881875.0
417.3060912762192,100000.0,331350847659314.9
417.3060912762192,107187.79370383405,354833335790825.0
417.3060912762192,114892.2311909571,379915926459651.44
417.3060912762192,123150.44775069517,406680107502830.25
417.3060912762192,132002.24788036308,435256351387776.4
417.3060912762192,141490.29714242753,465735827926048.0
417.3060912762192,151660.327811967,498209620275306.94
417.3060912762192,162561.35930565,532827846905244.3
417.3060912762192,174245.93445468854,569691380315751.2
417.3060912762192,186770.37276060946,608934124529166.8
417.3060912762192,200195.04185452432,650697152526253.9
417.3060912762192,214584.64846833175,695129036049575.6
417.3060912762192,230008.55032033296,742344454773799.9
417.3060912762192,246541.0904185383,792544100425557.6
417.3060912762192,264261.9553930058,845853054357393.9
417.3060912762192,283256.5595843736,902443293591159.0
417.3060912762192,303616.4567398761,962549009768500.5
417.3060912762192,325439.781301229,1026311740091733.5
417.3060912762192,348831.72141137073,1093990805277751.1
417.3060912762192,373905.0259199532,1165739634519211.0
417.3060912762192,400780.54783134663,1241914783523451.5
417.3060912762192,429587.8268145607,1322770116673324.5
417.3060912762192,460465.7135827752,1408651982887970.5
417.3060912762192,493563.0391519924,1499772515751562.5
417.3060912762192,529039.3322046124,1596607783689821.0
417.3060912762192,567065.5880156212,1699599832777380.2
417.3060912762192,607825.0926476188,1809133864594369.5
417.3060912762192,651514.3063872679,1925943554513471.8
417.3060912762192,698343.81068135,2050410514828530.8
417.3060912762192,748539.3231366203,2183534992997504.0
417.3060912762192,802342.7854757563,2325825610798579.5
417.3060912762192,860013.5296933495,2478363697763740.0
417.3060912762192,921829.5280327708,2642093862352304.0
417.3060912762192,988088.7328087935,2818382931264478.5
417.3060912762192,1059110.5125339176,3008632486646820.0
417.3060912762192,1135237.1912704774,3214253149525109.5
417.3060912762192,1216835.6986281993,3437209905473550.0
417.3060912762192,1304299.3383602048,3679560079494751.5
417.3060912762192,1398049.6840820087,3943872365713833.5
417.3060912762192,1498538.6112509272,4233115869868454.0
417.3060912762192,1606250.4751999467,4550474034982926.0
417.3060912762192,1721704.445724173,4899605718064689.0
417.3060912762192,1845457.0094725697,5285320027247445.0
417.3060912762192,1978104.6522064032,5712627911786694.0
417.3060912762192,2120286.7338529434,6187686760993432.0
417.3060912762192,2272688.570212054,6717716620984882.0
417.3060912762192,2436044.736169517,7310798999820792.0
417.3060912762192,2611142.6063384903,7976394780347369.0
417.3060912762192,2798826.1501950226,8725612020916133.0
417.3060912762192,3000000.0,9572069855663374.0
484.4767196999886,100000.0,385249592044770.6
484.4767196999886,107187.79370383405,412691002042921.2
484.4767196999886,114892.2311909571,442037368025850.3
484.4767196999886,123150.44775069517,473364094128041.1
484.4767196999886,132002.24788036308,506853923302762.4
484.4767196999886,141490.29714242753,542591088007227.4
484.4767196999886,151660.327811967,580717406395167.1
484.4767196999886,162561.35930565,621383010715818.1
484.4767196999886,174245.93445468854,664746791773574.1
484.4767196999886,186770.37276060946,710976864375320.9
484.4767196999886,200195.04185452432,760208317926703.5
484.4767196999886,214584.64846833175,812620352601755.5
484.4767196999886,230008.55032033296,868352960070491.4
484.4767196999886,246541.0904185383,927699295009857.2
484.4767196999886,264261.9553930058,990767334918229.9
484.4767196999886,283256.5595843736,1057766109969882.6
484.4767196999886,303616.4567398761,1128978176283154.8
484.4767196999886,325439.781301229,1204578093849491.8
484.4767196999886,348831.72141137073,1284879217752347.2
484.4767196999886,373905.0259199532,1370071284734305.8
484.4767196999886,400780.54783134663,1460419217206280.5
484.4767196999886,429587.8268145607,1556375041866856.0
484.4767196999886,460465.7135827752,1658169437702061.2
484.4767196999886,493563.0391519924,1766125188034592.8
484.4767196999886,529039.3322046124,1880792222922394.0
484.4767196999886,567065.5880156212,2002566349134692.8
484.4767196999886,607825.0926476188,2131865324109825.2
484.4767196999886,651514.3063872679,2269385120989064.0
484.4767196999886,698343.81068135,2415640078922988.0
484.4767196999886,748539.3231366203,2571609835554816.5
484.4767196999886,802342.7854757563,2737803937452405.5
484.4767196999886,860013.5296933495,2915230181348210.0
484.4767196999886,921829.5280327708,3105201903746364.5
484.4767196999886,988088.7328087935,3308482990880097.5
484.4767196999886,1059110.5125339176,3527054004135278.0
484.4767196999886,1135237.1912704774,3761967497781093.0
484.4767196999886,1216835.6986281993,4015234714791817.0
484.4767196999886,1304299.3383602048,4289167897953388.5
484.4767196999886,1398049.6840820087,4585912681522442.0
484.4767196999886,1498538.6112509272,4908703461972642.0
484.4767196999886,1606250.4751999467,5260421060297599.0
484.4767196999886,1721704.445724173,5644633412737753.0
484.4767196999886,1845457.0094725697,6066449271420017.0
484.4767196999886,1978104.6522064032,6530424401145507.0
484.4767196999886,2120286.7338529434,7042146865350675.0
484.4767196999886,2272688.570212054,7609351679611358.0
484.4767196999886,2436044.736169517,8239361440164206.0
484.4767196999886,2611142.6063384903,8942118683111566.0
484.4767196999886,2798826.1501950226,9727756595757254.0
484.4767196999886,3000000.0,1.0609223381426122e+16
562.4592998713246,100000.0,447638811887366.94
562.4592998713246,107187.79370383405,479659021530781.44
562.4592998713246,114892.2311909571,513911897245244.56
562.4592998713246,123150.44775069517,550548898968168.06
562.4592998713246,132002.24788036308,589665160317832.2
562.4592998713246,141490.29714242753,631489612187272.1
562.4592998713246,151660.327811967,676166594451250.5
562.4592998713246,162561.35930565,723882318565523.9
562.4592998713246,174245.93445468854,774791005381290.0
562.4592998713246,186770.37276060946,829046903532541.1
562.4592998713246,200195.04185452432,886952558100093.4
562.4592998713246,214584.64846833175,948636016617986.4
562.4592998713246,230008.55032033296,1014381153858258.4
562.4592998713246,246541.0904185383,1084377915323190.4
562.4592998713246,264261.9553930058,1158813835800159.8
562.4592998713246,283256.5595843736,1238080899127366.8
562.4592998713246,303616.4567398761,1322249698194018.0
562.4592998713246,325439.781301229,1411823067394563.8
562.4592998713246,348831.72141137073,1506871336525413.2
562.4592998713246,373905.0259199532,1607866549052572.8
562.4592998713246,400780.54783134663,1715148618363747.8
562.4592998713246,429587.8268145607,1828869078591359.8
562.4592998713246,460465.7135827752,1949691149830899.2
562.4592998713246,493563.0391519924,2077794245100551.2
562.4592998713246,529039.3322046124,2213816406002444.8
562.4592998713246,567065.5880156212,2358080319847828.0
562.4592998713246,607825.0926476188,2511180496514898.5
562.4592998713246,651514.3063872679,2673769860187042.5
562.4592998713246,698343.81068135,2846566205282198.5
562.4592998713246,748539.3231366203,3030189064534378.5
562.4592998713246,802342.7854757563,3225475519031033.0
562.4592998713246,860013.5296933495,3433540603255463.5
562.4592998713246,921829.5280327708,3655438260122957.0
562.4592998713246,988088.7328087935,3892332754799671.5
562.4592998713246,1059110.5125339176,4145744555508329.5
562.4592998713246,1135237.1912704774,4416896142344919.0
562.4592998713246,1216835.6986281993,4708163785752089.0
562.4592998713246,1304299.3383602048,5021460816189378.0
562.4592998713246,1398049.6840820087,5358918453371747.0
562.4592998713246,1498538.6112509272,5723878805934847.0
562.4592998713246,1606250.4751999467,6118851620551221.0
562.4592998713246,1721704.445724173,6548437627601067.0
562.4592998713246,1845457.0094725697,7016067360627544.0
562.4592998713246,1978104.6522064032,7527239632590990.0
562.4592998713246,2120286.7338529434,8087466597938912.0
562.4592998713246,2272688.570212054,8704056063499145.0
562.4592998713246,2436044.736169517,9383465925118714.0
562.4592998713246,2611142.6063384903,1.0136401139740582e+16
562.4592998713246,2798826.1501950226,1.0971934419810026e+16
562.4592998713246,3000000.0,1.1903075264155556e+16
652.9941504880694,100000.0,519839337622835.44
652.9941504880694,107187.79370383405,557149416073229.1
652.9941504880694,114892.2311909571,597103758236570.6
652.9941504880694,123150.44775069517,639815397642892.8
652.9941504880694,132002.24788036308,685543719146932.5
652.9941504880694,141490.29714242753,734416427784638.4
652.9941504880694,151660.327811967,786640617715981.2
652.9941504880694,162561.35930565,842483731715974.2
652.9941504880694,174245.93445468854,902088244621885.2
652.9941504880694,186770.37276060946,965746807704315.5
652.9941504880694,200195.04185452432,1033665170283155.9
652.9941504880694,214584.64846833175,1106173479846766.8
652.9941504880694,230008.55032033296,1183435332153139.8
652.9941504880694,246541.0904185383,1265808955830509.5
652.9941504880694,264261.9553930058,1353535736242787.2
652.9941504880694,283256.5595843736,1447016998129406.0
652.9941504880694,303616.4567398761,1546432807614163.2
652.9941504880694,325439.781301229,1652214412480655.0
652.9941504880694,348831.72141137073,1764735765387138.5
652.9941504880694,373905.0259199532,1884284537809106.2
652.9941504880694,400780.54783134663,2011366492630322.2
652.9941504880694,429587.8268145607,2146174542574112.5
652.9941504880694,460465.7135827752,2289502968396610.5
652.9941504880694,493563.0391519924,2441442409976279.0
652.9941504880694,529039.3322046124,2602733413382905.5
652.9941504880694,567065.5880156212,2773900126151147.5
652.9941504880694,607825.0926476188,2955492644358727.5
652.9941504880694,651514.3063872679,3148265056667028.0
652.9941504880694,698343.81068135,3352857061626060.0
652.9941504880694,748539.3231366203,3570142465677842.0
652.9941504880694,802342.7854757563,3800868220621804.5
652.9941504880694,860013.5296933495,4046050043203799.5
652.9941504880694,921829.5280327708,4306805643209477.5
652.9941504880694,988088.7328087935,4584623866787787.0
652.9941504880694,1059110.5125339176,4880911987771218.0
652.9941504880694,1135237.1912704774,5196932431276975.0
652.9941504880694,1216835.6986281993,5534969529289322.0
652.9941504880694,1304299.3383602048,5896651603178349.0
652.9941504880694,1398049.6840820087,6285146856167009.0
652.9941504880694,1498538.6112509272,6702628011379099.0
652.9941504880694,1606250.4751999467,7152261083042714.0
652.9941504880694,1721704.445724173,7638495243019730.0
652.9941504880694,1845457.0094725697,8164667000842607.0
652.9941504880694,1978104.6522064032,8735918902982367.0
652.9941504880694,2120286.7338529434,9358180255823654.0
652.9941504880694,2272688.570212054,1.0038299666825082e+16
652.9941504880694,2436044.736169517,1.0782991374561602e+16
652.9941504880694,2611142.6063384903,1.1601174334588048e+16
652.9941504880694,2798826.1501950226,1.2503911708983502e+16
652.9941504880694,3000000.0,1.350267833474374e+16
758.1017162827329,100000.0,603447716800851.0
758.1017162827329,107187.79370383405,646904010768195.5
758.1017162827329,114892.2311909571,693411772909239.1
758.1017162827329,123150.44775069517,743179548783947.9
758.1017162827329,132002.24788036308,796474498261214.9
758.1017162827329,141490.29714242753,853495374632786.4
758.1017162827329,151660.327811967,914495642893292.4
758.1017162827329,162561.35930565,979690433330867.6
758.1017162827329,174245.93445468854,1049414995295021.9
758.1017162827329,186770.37276060946,1123912294183191.8
758.1017162827329,200195.04185452432,1203427473315868.0
758.1017162827329,214584.64846833175,1288423370305948.0
758.1017162827329,230008.55032033296,1379112228584267.0
758.1017162827329,246541.0904185383,1475852545727531.0
758.1017162827329,264261.9553930058,1579023784979447.2
758.1017162827329,283256.5595843736,1688932545946451.8
758.1017162827329,303616.4567398761,1806085397306499.0
758.1017162827329,325439.781301229,1930930318007610.2
758.1017162827329,348831.72141137073,2063708901796244.2
758.1017162827329,373905.0259199532,2204998016446183.5
758.1017162827329,400780.54783134663,2355165790127607.5
758.1017162827329,429587.8268145607,2514853526213251.0
758.1017162827329,460465.7135827752,2684613908986780.0
758.1017162827329,493563.0391519924,2864706134913601.5
758.1017162827329,529039.3322046124,3056020407176242.5
758.1017162827329,567065.5880156212,3259195046275116.5
758.1017162827329,607825.0926476188,3474705236451918.0
758.1017162827329,651514.3063872679,3703216489315514.0
758.1017162827329,698343.81068135,3945868229828348.5
758.1017162827329,748539.3231366203,4203474318857723.0
758.1017162827329,802342.7854757563,4476639768147928.5
758.1017162827329,860013.5296933495,4766753084324973.0
758.1017162827329,921829.5280327708,5074811576271920.0
758.1017162827329,988088.7328087935,5402475094280949.0
758.1017162827329,1059110.5125339176,5750648156819037.0
758.1017162827329,1135237.1912704774,6121604031707588.0
758.1017162827329,1216835.6986281993,6516855418432241.0
758.1017162827329,1304299.3383602048,6938796962298470.0
758.1017162827329,1398049.6840820087,7389719091461103.0
758.1017162827329,1498538.6112509272,7872599604590228.0
758.1017162827329,1606250.4751999467,8390334916370264.0
758.1017162827329,1721704.445724173,8946643995325523.0
758.1017162827329,1845457.0094725697,9546275954478858.0
758.1017162827329,1978104.6522064032,1.0193543846025868e+16
758.1017162827329,2120286.7338529434,1.089449317756841e+16
758.1017162827329,2272688.570212054,1.165477533646301e+16
758.1017162827329,2436044.736169517,1.2482842087458484e+16
758.1017162827329,2611142.6063384903,1.3387040285615944e+16
758.1017162827329,2798826.1501950226,1.4376925280099806e+16
758.1017162827329,3000000.0,1.5464328076141706e+16
880.1276578071363,100000.0,700306384868542.2
880.1276578071363,107187.79370383405,750822207254855.8
880.1276578071363,114892.2311909571,804891432553538.5
880.1276578071363,123150.44775069517,862854364106694.9
880.1276578071363,132002.24788036308,924887408979275.1
880.1276578071363,141490.29714242753,991324455876515.8
880.1276578071363,151660.327811967,1062414392188632.0
880.1276578071363,162561.35930565,1138474328626795.5
880.1276578071363,174245.93445468854,1219842361211405.0
880.1276578071363,186770.37276060946,1306878916169153.5
880.1276578071363,200195.04185452432,1399889480394320.5
880.1276578071363,214584.64846833175,1499266738675265.0
880.1276578071363,230008.55032033296,1605518204894900.0
880.1276578071363,246541.0904185383,1718913040050987.8
880.1276578071363,264261.9553930058,1839902976025945.0
880.1276578071363,283256.5595843736,1969076981516672.2
880.1276578071363,303616.4567398761,2106846099477629.0
880.1276578071363,325439.781301229,2253620888309078.0
880.1276578071363,348831.72141137073,2410078841560426.0
880.1276578071363,373905.0259199532,2576674564169517.5
880.1276578071363,400780.54783134663,2753857135867763.0
880.1276578071363,429587.8268145607,2942561754107823.0
880.1276578071363,460465.7135827752,3143136784429916.0
880.1276578071363,493563.0391519924,3356440140224767.0
880.1276578071363,529039.3322046124,3583010219564097.0
880.1276578071363,567065.5880156212,3823799545012185.0
880.1276578071363,607825.0926476188,4079394472757436.5
880.1276578071363,651514.3063872679,4350606503213172.0
880.1276578071363,698343.81068135,4638545659580154.0
880.1276578071363,748539.3231366203,4943873875432770.0
880.1276578071363,802342.7854757563,5268115323138286.0
880.1276578071363,860013.5296933495,5612044341013293.0
880.1276578071363,921829.5280327708,5977082603110994.0
880.1276578071363,988088.7328087935,6364433684471346.0
880.1276578071363,1059110.5125339176,6776125568449012.0
880.1276578071363,1135237.1912704774,7213637209789548.0
880.1276578071363,1216835.6986281993,7678534153420162.0
880.1276578071363,1304299.3383602048,8173851772768107.0
880.1276578071363,1398049.6840820087,8701609894876961.0
880.1276578071363,1498538.6112509272,9264485140164110.0
880.1276578071363,1606250.4751999467,9865988956531052.0
880.1276578071363,1721704.445724173,1.0510090249698038e+16
880.1276578071363,1845457.0094725697,1.1200648388953474e+16
880.1276578071363,1978104.6522064032,1.1942619878635644e+16
880.1276578071363,2120286.7338529434,1.2741618844860754e+16
880.1276578071363,2272688.570212054,1.3604011556404098e+16
880.1276578071363,2436044.736169517,1.4537026627520218e+16
880.1276578071363,2611142.6063384903,1.5549757939038742e+16
880.1276578071363,2798826.1501950226,1.6650816966627396e+16
880.1276578071363,3000000.0,1.785290871530507e+16
1021.7951989811612,100000.0,812437645848498.6
1021.7951989811612,107187.79370383405,871139869609335.5
1021.7951989811612,114892.2311909571,934031080971538.9
1021.7951989811612,123150.44775069517,1001406374427576.4
1021.7951989811612,132002.24788036308,1073641709760991.8
1021.7951989811612,141490.29714242753,1150893550302551.8
1021.7951989811612,151660.327811967,1233703899621110.8
1021.7951989811612,162561.35930565,1322324031153555.0
1021.7951989811612,174245.93445468854,1417150634695349.0
1021.7951989811612,186770.37276060946,1518692074621601.5
1021.7951989811612,200195.04185452432,1627234694430034.0
1021.7951989811612,214584.64846833175,1743338960370041.2
1021.7951989811612,230008.55032033296,1867517363579626.8
1021.7951989811612,246541.0904185383,2000091226005040.5
1021.7951989811612,264261.9553930058,2141835600007340.2
1021.7951989811612,283256.5595843736,2293238470640031.0
1021.7951989811612,303616.4567398761,2454791712630595.5
1021.7951989811612,325439.781301229,2627135190682269.0
1021.7951989811612,348831.72141137073,2810946235848023.0
1021.7951989811612,373905.0259199532,3006941645465476.0
1021.7951989811612,400780.54783134663,3215879777347012.0
1021.7951989811612,429587.8268145607,3438176162881111.0
1021.7951989811612,460465.7135827752,3675012233045747.5
1021.7951989811612,493563.0391519924,3926837852985150.5
1021.7951989811612,529039.3322046124,4194976112729243.5
1021.7951989811612,567065.5880156212,4479660663130247.5
1021.7951989811612,607825.0926476188,4782320430775650.0
1021.7951989811612,651514.3063872679,5103994012592207.0
1021.7951989811612,698343.81068135,5445161211736453.0
1021.7951989811612,748539.3231366203,5807500526067935.0
1021.7951989811612,802342.7854757563,6192210380981987.0
1021.7951989811612,860013.5296933495,6600178241457525.0
1021.7951989811612,921829.5280327708,7033442943707045.0
1021.7951989811612,988088.7328087935,7492621411817838.0
1021.7951989811612,1059110.5125339176,7980431371450944.0
1021.7951989811612,1135237.1912704774,8498089272848689.0
1021.7951989811612,1216835.6986281993,9047799515173206.0
1021.7951989811612,1304299.3383602048,9631985504115862.0
1021.7951989811612,1398049.6840820087,1.0252737628422922e+16
1021.7951989811612,1498538.6112509272,1.0914108860541248e+16
1021.7951989811612,1606250.4751999467,1.1618796167928056e+16
1021.7951989811612,1721704.445724173,1.236967811260041e+16
1021.7951989811612,1845457.0094725697,1.3172788968669942e+16
1021.7951989811612,1978104.6522064032,1.4031985932385972e+16
1021.7951989811612,2120286.7338529434,1.4953107148291622e+16
1021.7951989811612,2272688.570212054,1.5941862629171914e+16
1021.7951989811612,2436044.736169517,1.70065113937486e+16
1021.7951989811612,2611142.6063384903,1.8155524047598624e+16
1021.7951989811612,2798826.1501950226,1.9398518113505136e+16
1021.7951989811612,3000000.0,2.074526301451883e+16
1186.265900633405,100000.0,942311162914057.4
1186.265900633405,107187.79370383405,1010510930661518.0
1186.265900633405,114892.2311909571,1083646656406557.0
1186.265900633405,123150.44775069517,1161944934221618.8
1186.265900633405,132002.24788036308,1245830573025114.8
1186.265900633405,141490.29714242753,1335697176143676.2
1186.265900633405,151660.327811967,1432046206753539.2
1186.265900633405,162561.35930565,1535172656987548.2
1186.265900633405,174245.93445468854,1645540568745935.2
1186.265900633405,186770.37276060946,1763843142374790.5
1186.265900633405,200195.04185452432,1890331998684797.0
1186.265900633405,214584.64846833175,2025777750453019.5
1186.265900633405,230008.55032033296,2170684372796583.0
1186.265900633405,246541.0904185383,2325564130801751.5
1186.265900633405,264261.9553930058,2491214556157409.5
1186.265900633405,283256.5595843736,2668214273783555.0
1186.265900633405,303616.4567398761,2857307829629461.5
1186.265900633405,325439.781301229,3059286267043463.0
1186.265900633405,348831.72141137073,3274989869554904.5
1186.265900633405,373905.0259199532,3505114007683464.0
1186.265900633405,400780.54783134663,3750564854800317.5
1186.265900633405,429587.8268145607,4012075902446366.0
1186.265900633405,460465.7135827752,4290856052798839.5
1186.265900633405,493563.0391519924,4587975538739693.0
1186.265900633405,529039.3322046124,4904014637706608.0
1186.265900633405,567065.5880156212,5240645288729621.0
1186.265900633405,607825.0926476188,5598494927615985.0
1186.265900633405,651514.3063872679,5978762861372692.0
1186.265900633405,698343.81068135,6383065439706337.0
1186.265900633405,748539.3231366203,6812410054455790.0
1186.265900633405,802342.7854757563,7268590385806883.0
1186.265900633405,860013.5296933495,7752702610742632.0
1186.265900633405,921829.5280327708,8266269692343849.0
1186.265900633405,988088.7328087935,8811380289347578.0
1186.265900633405,1059110.5125339176,9389798010477008.0
1186.265900633405,1135237.1912704774,1.0003373496278252e+16
1186.265900633405,1216835.6986281993,1.0655245895596286e+16
1186.265900633405,1304299.3383602048,1.1346408061205948e+16
1186.265900633405,1398049.6840820087,1.208036560443467e+16
1186.265900633405,1498538.6112509272,1.286107715891136e+16
1186.265900633405,1606250.4751999467,1.3689934403750516e+16
1186.265900633405,1721704.445724173,1.4573028179516938e+16
1186.265900633405,1845457.0094725697,1.5513087503386006e+16
1186.265900633405,1978104.6522064032,1.651657226529992e+16
1186.265900633405,2120286.7338529434,1.758793466905741e+16
1186.265900633405,2272688.570212054,1.8734056942311684e+16
1186.265900633405,2436044.736169517,1.9961598334243296e+16
1186.265900633405,2611142.6063384903,2.1280337703959344e+16
1186.265900633405,2798826.1501950226,2.2700230832444964e+16
1186.265900633405,3000000.0,2.422984221060618e+16
1377.2102163023849,100000.0,1092638659344131.9
1377.2102163023849,107187.79370383405,1171916001933997.0
1377.2102163023849,114892.2311909571,1256804069083822.0
1377.2102163023849,123150.44775069517,1347841027393543.2
1377.2102163023849,132002.24788036308,1445309766902403.2
1377.2102163023849,141490.29714242753,1549739808732641.2
1377.2102163023849,151660.327811967,1661715384320708.8
1377.2102163023849,162561.35930565,1781581375870546.0
1377.2102163023849,174245.93445468854,1910093767439166.2
1377.2102163023849,186770.37276060946,2047646025823820.2
1377.2102163023849,200195.04185452432,2194980488367908.0
1377.2102163023849,214584.64846833175,2352651595389643.5
1377.2102163023849,230008.55032033296,2521506872852520.5
1377.2102163023849,246541.0904185383,2702177460992542.5
1377.2102163023849,264261.9553930058,2895467869457997.5
1377.2102163023849,283256.5595843736,3102235795455263.5
1377.2102163023849,303616.4567398761,3323208707904487.5
1377.2102163023849,325439.781301229,3559521344955074.0
1377.2102163023849,348831.72141137073,3811995188059593.5
1377.2102163023849,373905.0259199532,4081458920153806.0
1377.2102163023849,400780.54783134663,4369233687119452.0
1377.2102163023849,429587.8268145607,4676510082325844.0
1377.2102163023849,460465.7135827752,5003989690333303.0
1377.2102163023849,493563.0391519924,5353197682191480.0
1377.2102163023849,529039.3322046124,5725487884358387.0
1377.2102163023849,567065.5880156212,6121948170144838.0
1377.2102163023849,607825.0926476188,6544389521836376.0
1377.2102163023849,651514.3063872679,6993621889200335.0
1377.2102163023849,698343.81068135,7471170917931533.0
1377.2102163023849,748539.3231366203,7979534174704978.0
1377.2102163023849,802342.7854757563,8519135144928828.0
1377.2102163023849,860013.5296933495,9093180675388934.0
1377.2102163023849,921829.5280327708,9702088556795844.0
1377.2102163023849,988088.7328087935,1.034886157989315e+16
1377.2102163023849,1059110.5125339176,1.1035027950023674e+16
1377.2102163023849,1135237.1912704774,1.1763382709245984e+16
1377.2102163023849,1216835.6986281993,1.2536287554214358e+16
1377.2102163023849,1304299.3383602048,1.3356220914278176e+16
1377.2102163023849,1398049.6840820087,1.422578274410309e+16
1377.2102163023849,1498538.6112509272,1.5149402619565852e+16
1377.2102163023849,1606250.4751999467,1.6130268684489112e+16
1377.2102163023849,1721704.445724173,1.7172711235579724e+16
1377.2102163023849,1845457.0094725697,1.828046777830075e+16
1377.2102163023849,1978104.6522064032,1.9458588239742404e+16
1377.2102163023849,2120286.7338529434,2.0713799379030884e+16
1377.2102163023849,2272688.570212054,2.2052459403226416e+16
1377.2102163023849,2436044.736169517,2.3482912134913316e+16
1377.2102163023849,2611142.6063384903,2.5011776038611068e+16
1377.2102163023849,2798826.1501950226,2.6649164260658364e+16
1377.2102163023849,3000000.0,2.8408112738764028e+16
1598.8894048753466,100000.0,1266307160044725.2
1598.8894048753466,107187.79370383405,1358490609187557.2
1598.8894048753466,114892.2311909571,1457220897311344.5
1598.8894048753466,123150.44775069517,1563038683846541.0
1598.8894048753466,132002.24788036308,1676352067362014.0
